product_type,brand,price_layer,target,target_c,target_o,target_B
Type_E,Brand5,4,like,71.98320309251481,10000,1
Type_A,Brand11,5,soso,102.74984674528483,100,1
Type_D,Brand4,2,soso,116.27786079116656,10000,1
Type_A,Brand7,5,dislike,23.27097065213725,10000,0
Type_E,Brand1,5,like,77.00407351346716,1000,1
Type_C,Brand3,3,soso,90.12652607898345,10,1
Type_D,Brand6,5,dislike,46.811585643007724,10,0
Type_D,Brand10,4,like,61.90314534688305,1000,0
Type_B,Brand1,3,soso,136.73569915136306,1000,1
Type_C,Brand7,2,dislike,25.628961314529658,10,0
Type_E,Brand2,4,dislike,75.75662611324485,100,1
Type_F,Brand7,1,soso,83.41417831268835,100,1
Type_B,Brand4,2,soso,106.82148947872415,1000,1
Type_D,Brand9,1,like,115.99369566030435,10,1
Type_A,Brand5,4,soso,92.08568434877365,100,1
Type_E,Brand1,2,soso,121.90261964674154,100,1
Type_B,Brand11,1,soso,57.53080132715404,10,0
Type_F,Brand4,1,like,78.69595317997002,10000,1
Type_C,Brand11,2,dislike,43.86523109761644,10000,0
Type_F,Brand4,5,soso,111.12823574612716,100,1
Type_A,Brand4,4,like,34.170640879724445,10000,0
Type_B,Brand3,4,like,69.50369590552464,10000,1
Type_E,Brand3,3,dislike,53.532446022866964,100,0
Type_A,Brand10,2,like,103.6436085112226,10,1
Type_B,Brand5,4,dislike,44.08196203535729,10,0
Type_B,Brand5,1,soso,78.5728070868967,100,1
Type_F,Brand11,2,dislike,44.4613235189084,100,0
Type_E,Brand2,1,like,68.6515182018695,1000,1
Type_C,Brand10,2,dislike,32.88986122248995,10000,0
Type_A,Brand10,1,soso,54.89209076440792,100,0
Type_F,Brand9,1,dislike,96.16597336709576,10000,1
Type_B,Brand3,2,dislike,76.83115864164964,100,1
Type_F,Brand4,3,dislike,95.74861896436984,10000,1
Type_F,Brand2,1,soso,107.99643886820822,10,1
Type_F,Brand8,2,like,106.93328469476167,10,1
Type_E,Brand7,5,like,69.72665459921576,100,1
Type_B,Brand3,5,soso,81.02729245183127,10000,1
Type_E,Brand11,3,like,116.46552986064464,100,1
Type_E,Brand11,2,dislike,25.577805462047618,10000,0
Type_B,Brand5,3,dislike,29.640485031942127,100,0
Type_F,Brand1,1,like,88.46266459143334,100,1
Type_F,Brand6,5,dislike,32.955933849193485,1000,0
Type_E,Brand10,3,soso,88.05274366004832,1000,1
Type_A,Brand6,1,dislike,91.1692943681606,1000,1
Type_F,Brand5,5,soso,73.85736525304729,1000,1
Type_E,Brand9,3,dislike,54.918064694393756,1000,0
Type_C,Brand4,1,like,94.35389071006487,1000,1
Type_C,Brand2,4,like,37.17757395804688,10000,0
Type_E,Brand7,5,dislike,17.200630909118054,1000,0
Type_A,Brand5,1,soso,115.14810399001601,10,1
Type_F,Brand7,4,soso,130.12501106258912,100,1
Type_D,Brand7,3,soso,101.89721639327442,10,1
Type_D,Brand7,4,soso,54.28241585739317,1000,0
Type_A,Brand3,5,soso,89.85706652990612,10000,1
Type_C,Brand5,2,soso,112.95952410380491,100,1
Type_E,Brand1,3,soso,105.33371745046358,1000,1
Type_B,Brand6,4,like,48.043560119097066,100,0
Type_E,Brand4,1,like,35.56880468059746,100,0
Type_E,Brand2,2,like,107.48031854923151,10,1
Type_D,Brand3,2,like,50.425782477294106,10000,0
Type_E,Brand3,3,dislike,96.63666090416396,100,1
Type_D,Brand1,4,soso,60.926136203220096,10000,0
Type_B,Brand7,5,like,40.834310970231826,10,0
Type_E,Brand10,4,soso,108.45913621561539,1000,1
Type_A,Brand3,4,soso,74.23154360146592,10,1
Type_E,Brand7,3,soso,134.79778847187862,10000,1
Type_F,Brand10,3,soso,71.38355580665402,1000,1
Type_F,Brand10,1,dislike,64.63057011709023,10000,0
Type_A,Brand9,5,soso,85.95198027449737,100,1
Type_D,Brand6,3,like,38.76539470409065,100,0
Type_E,Brand8,1,like,91.88742916193445,10000,1
Type_D,Brand11,2,dislike,78.9766434961287,100,1
Type_A,Brand11,1,dislike,82.08479495626162,10,1
Type_D,Brand1,5,soso,93.13892198387819,10000,1
Type_C,Brand8,1,dislike,94.92755488559352,1000,1
Type_F,Brand8,1,dislike,79.78019945355993,10000,1
Type_A,Brand3,3,like,68.85049227091703,1000,1
Type_D,Brand6,5,dislike,19.553345596275374,10000,0
Type_E,Brand6,1,like,52.87683511602047,10000,0
Type_D,Brand7,4,like,97.40410426917916,10000,1
Type_B,Brand3,1,like,106.65066805830524,100,1
Type_A,Brand10,2,soso,107.96924794749754,10000,1
Type_D,Brand1,2,like,64.36125256514138,1000,0
Type_F,Brand9,1,dislike,41.6146655823521,10000,0
Type_C,Brand6,1,dislike,41.85583618285134,100,0
Type_F,Brand5,4,like,73.26630862174797,10,1
Type_B,Brand2,1,like,93.42009232022744,100,1
Type_A,Brand4,3,like,45.03008960157298,100,0
Type_B,Brand5,5,like,32.79760135608211,1000,0
Type_E,Brand10,4,like,37.57502606181289,10000,0
Type_C,Brand4,1,dislike,68.2629309857472,10,1
Type_E,Brand10,3,soso,123.98881061021385,10,1
Type_F,Brand4,1,like,65.96529976143026,10,1
Type_F,Brand11,4,like,60.03912549492118,100,0
Type_D,Brand6,4,soso,52.71908219795378,1000,0
Type_B,Brand4,2,like,36.2363378048768,10,0
Type_E,Brand9,2,dislike,75.90818903615683,100,1
Type_D,Brand2,1,dislike,18.705430233023275,100,0
Type_C,Brand5,5,soso,122.24017167473164,1000,1
Type_F,Brand3,3,like,98.1733654917193,100,1
Type_E,Brand8,2,like,101.47389756414299,10000,1
Type_B,Brand3,2,dislike,69.99017482742023,100,1
Type_E,Brand8,5,dislike,12.809245195955036,1000,0
Type_C,Brand8,4,like,69.13473649740632,100,1
Type_D,Brand2,1,like,44.5173530624419,100,0
Type_E,Brand11,1,like,60.07671643584387,100,0
Type_E,Brand10,3,like,78.93663997404232,10,1
Type_F,Brand7,5,like,93.94672031215657,10000,1
Type_A,Brand11,5,dislike,30.96713941276867,10,0
Type_D,Brand6,5,dislike,39.795231505126466,100,0
Type_F,Brand11,4,dislike,29.05665744543482,100,0
Type_A,Brand1,5,dislike,95.64483856235057,100,1
Type_A,Brand2,4,soso,130.90928511235725,1000,1
Type_F,Brand4,1,dislike,67.21955833664387,10000,1
Type_C,Brand2,4,like,101.93555965103994,10,1
Type_C,Brand5,1,dislike,72.8228601274976,10000,1
Type_B,Brand3,3,dislike,83.97938087582078,100,1
Type_F,Brand6,5,dislike,91.49462301616737,1000,1
Type_D,Brand9,3,soso,131.01839454658722,10000,1
Type_D,Brand10,5,dislike,60.41320532770704,1000,0
Type_C,Brand7,3,dislike,93.96074166968097,10000,1
Type_C,Brand5,2,like,66.05018637727552,100,1
Type_A,Brand1,2,like,47.63748314336695,10,0
Type_C,Brand1,4,like,50.90702241682132,1000,0
Type_E,Brand1,3,like,70.43510449609474,10000,1
Type_D,Brand3,5,soso,72.76845748461466,100,1
Type_B,Brand7,1,dislike,21.931270389571928,100,0
Type_A,Brand9,4,soso,85.1217851134028,10,1
Type_E,Brand6,4,dislike,60.98569409699346,10000,0
Type_C,Brand7,2,like,114.24760148503962,10,1
Type_B,Brand11,3,dislike,64.3666832822495,10000,0
Type_C,Brand3,3,dislike,77.55658172816298,100,1
Type_F,Brand11,4,dislike,69.66892173190757,1000,1
Type_E,Brand8,2,soso,84.08175884498952,10000,1
Type_F,Brand10,1,like,47.261361831714595,10,0
Type_F,Brand6,2,like,55.27427778686349,100,0
Type_B,Brand3,3,soso,126.38182616048638,10,1
Type_F,Brand2,1,soso,64.38986717393081,1000,0
Type_C,Brand9,4,soso,59.390572325297455,10,0
Type_E,Brand11,1,like,104.37811741438146,1000,1
Type_E,Brand7,4,like,78.1454253323189,1000,1
Type_B,Brand10,2,like,89.69507863766457,100,1
Type_F,Brand10,1,soso,122.02135631771853,100,1
Type_F,Brand9,5,soso,80.24246486013574,1000,1
Type_E,Brand4,3,like,95.51011205945379,100,1
Type_C,Brand4,4,dislike,65.26462059190406,1000,1
Type_B,Brand6,1,dislike,13.134003990616803,100,0
Type_F,Brand2,1,like,92.9498410148417,1000,1
Type_F,Brand10,5,dislike,40.60875757704863,1000,0
Type_A,Brand1,2,soso,68.88536935929913,100,1
Type_E,Brand10,5,like,113.65229511707601,10000,1
Type_C,Brand3,1,soso,117.18138835376033,100,1
Type_B,Brand11,3,dislike,13.106348454723612,100,0
Type_F,Brand5,1,like,96.3459699096266,10,1
Type_A,Brand2,1,dislike,84.13074389013069,100,1
Type_A,Brand9,1,soso,81.64254684598897,1000,1
Type_D,Brand1,5,like,59.07482920878067,10000,0
Type_F,Brand3,5,soso,87.43655180853858,100,1
Type_D,Brand5,4,soso,91.09540274190284,1000,1
Type_F,Brand1,4,soso,83.73062800464787,100,1
Type_B,Brand4,4,soso,94.53185985669413,1000,1
Type_E,Brand10,1,like,114.64094625337164,1000,1
Type_F,Brand1,4,dislike,13.75865565395463,10000,0
Type_C,Brand11,4,dislike,95.4998308748307,10,1
Type_E,Brand11,2,soso,124.05112626702511,10000,1
Type_C,Brand11,5,soso,119.57138979783436,10000,1
Type_C,Brand7,4,soso,89.72520117111895,10,1
Type_D,Brand1,5,dislike,17.456443510343135,1000,0
Type_D,Brand3,3,like,84.218196683977,1000,1
Type_E,Brand4,2,dislike,87.90576304917754,1000,1
Type_B,Brand4,3,dislike,47.55387780096308,100,0
Type_C,Brand7,5,soso,56.96021528476769,100,0
Type_D,Brand5,5,soso,51.464892117155884,100,0
Type_B,Brand11,3,like,41.26864851790681,10000,0
Type_D,Brand8,4,soso,103.11116266545302,1000,1
Type_C,Brand3,2,soso,136.21779526480844,1000,1
Type_A,Brand8,5,soso,112.24130479041985,100,1
Type_D,Brand11,1,dislike,24.514902126063156,10000,0
Type_B,Brand11,2,like,105.18937221488349,10000,1
Type_E,Brand9,3,like,87.78266381302413,10,1
Type_E,Brand9,5,dislike,36.93397443868251,10000,0
Type_C,Brand9,5,dislike,54.14384421688842,10,0
Type_F,Brand1,3,soso,85.65864029305794,10000,1
Type_A,Brand9,1,like,105.92433324669601,10,1
Type_D,Brand8,1,dislike,92.98499723664298,10000,1
Type_F,Brand2,5,dislike,21.637104088811675,10,0
Type_D,Brand3,4,soso,63.6796183189158,10,0
Type_A,Brand7,1,soso,58.09145024028497,10000,0
Type_C,Brand3,1,like,63.68267555070369,10,0
Type_C,Brand2,4,like,114.5109066289102,10000,1
Type_B,Brand4,1,like,115.9085978956952,10,1
Type_B,Brand9,4,soso,102.2513268311798,10,1
Type_B,Brand2,3,like,70.86190280904813,100,1
Type_C,Brand1,2,soso,77.00459281775122,1000,1
Type_D,Brand10,2,like,31.041984044957676,100,0
Type_E,Brand7,3,soso,73.60464865621361,1000,1
Type_C,Brand11,1,like,43.5820776340349,10000,0
Type_A,Brand1,2,dislike,11.170566871194165,1000,0
Type_E,Brand6,3,soso,128.0555031081519,1000,1
Type_C,Brand5,2,dislike,18.252974335185186,10,0
Type_F,Brand11,1,like,91.94278666445251,1000,1
Type_C,Brand8,4,soso,130.50917508743194,10000,1
Type_B,Brand3,3,like,41.928525730243365,10000,0
Type_D,Brand3,2,soso,71.68217381390089,100,1
Type_F,Brand1,1,dislike,31.21330958368028,1000,0
Type_D,Brand4,2,like,38.405902249563404,10000,0
Type_E,Brand10,1,soso,129.23592950526353,10000,1
Type_C,Brand10,1,dislike,84.01900330344358,100,1
Type_B,Brand6,1,dislike,43.74532261119158,100,0
Type_F,Brand5,1,dislike,77.17269214858443,100,1
Type_A,Brand7,3,like,74.80964103491507,10,1
Type_C,Brand11,4,like,89.40089878708423,10,1
Type_B,Brand10,3,dislike,70.26655478729694,10,1
Type_A,Brand1,2,soso,117.67747359821415,100,1
Type_A,Brand3,3,like,108.3295140990915,10000,1
Type_E,Brand11,3,like,98.8617838656588,100,1
Type_D,Brand4,2,like,91.76168525349411,100,1
Type_D,Brand6,4,dislike,64.49181351468769,10000,0
Type_E,Brand4,3,soso,68.98147262799357,100,1
Type_C,Brand7,1,like,55.34976175750469,100,0
Type_F,Brand10,3,soso,57.480823463797485,100,0
Type_B,Brand10,2,like,53.168803177882324,100,0
Type_F,Brand3,4,like,77.77899629910178,10,1
Type_F,Brand8,3,soso,133.01659817590337,10000,1
Type_D,Brand7,3,soso,61.905312218736874,1000,0
Type_F,Brand3,2,soso,89.08028993767874,100,1
Type_E,Brand9,5,dislike,75.57223758710448,10,1
Type_D,Brand10,5,soso,119.25430228118437,10,1
Type_D,Brand5,3,soso,67.43116460099326,10000,1
Type_D,Brand2,1,soso,66.33459761762893,10000,1
Type_C,Brand9,3,soso,103.52054494392249,100,1
Type_E,Brand8,5,soso,129.608113624885,10,1
Type_D,Brand8,3,soso,120.17486033588322,100,1
Type_D,Brand1,1,soso,84.05926442870722,10000,1
Type_E,Brand4,4,like,87.61924683148104,1000,1
Type_A,Brand7,3,soso,72.91570254630867,10,1
Type_F,Brand6,2,soso,91.56973474799345,10,1
Type_C,Brand9,1,soso,97.05089031342747,1000,1
Type_C,Brand8,3,soso,105.8456974927197,1000,1
Type_F,Brand9,5,soso,85.43083446638471,1000,1
Type_B,Brand4,3,like,33.753156974344854,10000,0
Type_B,Brand8,5,dislike,90.81282579450237,10000,1
Type_F,Brand6,2,soso,133.2367027895677,10,1
Type_A,Brand9,4,like,90.08128145867153,10000,1
Type_B,Brand10,5,dislike,33.9077860765686,1000,0
Type_D,Brand1,3,soso,102.14786276090581,10000,1
Type_D,Brand6,2,like,54.744945839267025,100,0
Type_F,Brand10,1,dislike,71.09961378751711,100,1
Type_B,Brand10,3,dislike,41.98454336900192,10,0
Type_F,Brand2,1,dislike,58.94047186479628,100,0
Type_C,Brand3,5,dislike,16.069272269444646,10000,0
Type_A,Brand9,2,dislike,96.67247629770146,1000,1
Type_D,Brand5,4,like,87.94483136388486,100,1
Type_A,Brand5,3,soso,131.8436718468767,10000,1
Type_B,Brand1,2,dislike,75.03109327079069,1000,1
Type_E,Brand10,2,like,79.32210961950192,10,1
Type_F,Brand2,4,soso,114.33379804174794,1000,1
Type_F,Brand9,5,like,71.35954003042502,100,1
Type_A,Brand7,4,like,113.49942233996731,1000,1
Type_A,Brand4,4,dislike,77.59258403270402,10,1
Type_B,Brand7,4,soso,61.409475181818365,1000,0
Type_B,Brand10,1,like,112.75647194803886,10000,1
Type_D,Brand2,3,soso,100.51597526982513,100,1
Type_E,Brand5,4,dislike,49.740209935110876,10,0
Type_E,Brand9,3,soso,119.12838342363054,100,1
Type_A,Brand11,4,dislike,30.666676635534202,10000,0
Type_E,Brand2,5,like,113.40527655846236,100,1
Type_B,Brand3,5,soso,65.30485227503662,100,1
Type_F,Brand5,4,soso,76.42870356600217,1000,1
Type_B,Brand5,2,dislike,87.45744509560966,100,1
Type_B,Brand8,3,dislike,63.31665331453574,10000,0
Type_A,Brand7,5,soso,124.4887168121057,10000,1
Type_C,Brand3,1,like,48.14277030841028,10000,0
Type_B,Brand5,2,like,100.12539362443465,10,1
Type_E,Brand8,5,like,46.341560182618664,10,0
Type_E,Brand5,2,like,94.91696602847401,10000,1
Type_B,Brand2,3,dislike,24.290995784282146,100,0
Type_F,Brand10,2,dislike,40.49562737912305,1000,0
Type_C,Brand2,1,like,71.95405864416999,1000,1
Type_A,Brand1,2,like,110.01960472359406,10,1
Type_B,Brand6,5,soso,113.92867255558153,1000,1
Type_A,Brand1,1,dislike,35.231246565049446,10000,0
Type_C,Brand8,3,like,69.39481070248019,10,1
Type_B,Brand1,5,like,61.103444028743496,100,0
Type_F,Brand8,3,soso,131.8276032620393,100,1
Type_B,Brand6,4,like,46.0180673315393,1000,0
Type_B,Brand9,5,soso,129.7490376303907,10,1
Type_D,Brand3,2,dislike,82.19609628713671,10,1
Type_B,Brand7,3,like,42.067548575904745,10,0
Type_B,Brand2,2,like,54.49012368126317,10,0
Type_F,Brand5,1,soso,112.09634573899274,1000,1
Type_C,Brand1,3,soso,111.82670367873718,10,1
Type_C,Brand5,3,like,51.097120679950194,10000,0
Type_D,Brand8,1,dislike,65.4900608339417,10,1
Type_B,Brand10,1,like,90.12270072490247,10,1
Type_E,Brand3,1,soso,57.19350802475694,10,0
Type_A,Brand6,1,dislike,43.76193602007309,100,0
Type_F,Brand4,4,like,108.93476743547585,100,1
Type_B,Brand8,3,dislike,88.44292992169174,10,1
Type_F,Brand2,4,soso,107.91774108751548,10000,1
Type_D,Brand5,4,soso,107.13174113510493,100,1
Type_E,Brand6,2,soso,124.56542653708804,1000,1
Type_C,Brand11,3,like,60.425292104914874,10,0
Type_A,Brand8,3,dislike,15.270517878681133,10000,0
Type_D,Brand2,3,dislike,83.78854272131288,10000,1
Type_C,Brand9,3,soso,77.84788868377393,1000,1
Type_B,Brand7,1,like,88.85717007188583,1000,1
Type_D,Brand10,5,soso,92.98267321731954,10000,1
Type_B,Brand4,2,soso,63.4512296113783,100,0
Type_D,Brand10,2,like,66.98206771830722,100,1
Type_D,Brand2,1,soso,73.57615424834769,10000,1
Type_B,Brand8,4,dislike,11.710687732371337,100,0
Type_D,Brand2,5,like,76.05703739100933,10,1
Type_F,Brand2,2,like,79.50920766877628,1000,1
Type_C,Brand9,4,soso,77.31082096387519,1000,1
Type_F,Brand4,3,like,56.300396129358276,100,0
Type_F,Brand7,5,soso,89.43965791531764,100,1
Type_C,Brand10,5,soso,104.12314353515598,10,1
Type_A,Brand4,3,soso,134.29418428993685,10,1
Type_A,Brand5,2,soso,92.08784298579258,10000,1
Type_D,Brand1,5,dislike,91.28785873667759,100,1
Type_C,Brand10,1,soso,134.8462910423242,100,1
Type_F,Brand1,1,like,83.31125870066148,100,1
Type_B,Brand10,1,soso,99.21395576415011,1000,1
Type_D,Brand10,5,soso,56.181934978108515,10,0
Type_F,Brand3,2,soso,70.19575977524744,1000,1
Type_B,Brand6,4,dislike,96.84176888441834,100,1
Type_E,Brand1,2,soso,115.16411667855785,10000,1
Type_A,Brand4,4,soso,108.44606273554558,10,1
Type_D,Brand9,5,like,79.73264100148086,100,1
Type_D,Brand2,3,dislike,69.7214927998698,1000,1
Type_B,Brand2,4,like,89.54493563982157,10,1
Type_A,Brand2,4,soso,70.05262892472268,10,1
Type_B,Brand10,2,like,98.48948631665574,100,1
Type_B,Brand10,5,like,71.01390150624124,10000,1
Type_A,Brand7,2,dislike,71.33443611216347,100,1
Type_E,Brand7,5,dislike,40.886770868144765,1000,0
