product_type,price
A,327.76940673325424
D,392.4620878214435
A,331.59341550928724
O,181.4946189330382
D,283.34361158198817
A,304.43242988514567
A,413.2897700905149
D,319.1131650227179
U,211.8743221237173
U,70.74518639388063
O,119.48730963477475
A,321.35499886145476
U,93.45144005748006
D,317.5625001380324
A,403.3422343065526
D,311.0533829574489
U,117.32760574196658
A,365.6682014648385
M,133.41513696686584
D,361.5709070587304
A,371.0336789069809
D,251.17273977371656
A,288.93383942737023
M,66.5433511124637
C,224.71981340273294
C,213.0601370706413
D,296.6405123139844
D,252.6500315280521
A,292.508406369843
M,235.61292126353806
U,114.87095923542915
A,277.85747908007164
O,155.60495395757553
D,269.7274820639178
O,170.70857356307806
M,179.087893934134
U,112.15389837103898
A,344.1172374840689
A,344.7083836486343
M,177.95467077661547
M,144.33500829612066
O,131.62808348363532
U,113.76200571538953
C,150.9694607108336
U,109.84828821693627
A,431.85163187887264
O,93.3059521768257
U,95.82825692163779
C,196.78579218738562
M,163.44428932818548
D,247.08781666948246
M,170.5189156220781
O,84.72407644639777
A,441.27213420626344
M,202.76329477444875
M,215.33721382709876
A,375.8426687901383
C,174.44821243148712
M,200.34477858617566
U,74.15062866270466
O,140.24305204591488
D,263.2833736841018
O,179.2923493079162
C,276.80328410409123
O,297.52508627922026
A,326.2536670789962
C,220.06584301420858
M,211.26557270468552
M,172.75371209969097
D,328.07261018088775
M,183.66691544513532
D,304.93518800124724
D,393.8293823821765
O,127.15478020286479
D,275.88911302476623
U,140.52550035374622
O,188.12642196529802
A,340.5593971356735
A,335.36984170796273
M,184.99869427946544
D,282.71864890529935
D,276.92941242977406
U,168.03282744658168
M,176.2129655044832
D,254.09434226680673
D,253.73539109352603
A,367.4142027465877
O,170.43518937935477
M,207.06089056443676
O,140.5716620035056
M,188.05510440392084
O,269.732651890089
U,202.06863193745278
A,407.7731841065233
D,242.82611741432203
D,354.89037286753523
A,371.99906322080875
U,22.615338772822057
A,352.57752537949375
M,210.34668430037718
D,285.7637006483499
M,171.29725285759432
U,55.04428048042302
D,224.65805509941765
O,267.1854931480053
M,260.6375776158899
M,153.10605894512744
M,167.72466174241004
D,292.5427606393722
O,174.36453567500618
D,363.9612412000185
A,333.09780576406615
M,278.6304737380632
A,356.5325556953643
U,112.4547602218037
M,234.2317324604497
U,208.42840542836768
M,193.77677530630547
M,224.7163187204887
C,174.95333146420958
M,189.9601198163838
D,351.31664226569364
O,90.9236450955547
C,232.26198834661196
O,156.66307366180624
A,327.4180689172889
O,131.87493135441827
U,54.82717531022615
U,119.30197036343228
M,226.0477099515838
O,138.02151229651102
A,338.0131374453472
A,267.7210613021809
U,58.9311936054589
M,188.04780560826956
C,290.9352438333134
D,238.11962047716722
O,150.47772374770312
A,390.774285357695
A,357.9859800187715
D,375.6507203357778
D,269.64089348414825
C,230.35773173874932
D,271.785636769369
A,349.2742864520064
A,425.48769634729405
M,245.43961967434657
D,288.7697906692926
A,434.9785213435563
U,106.07205037381252
D,255.64338956268617
D,290.9797526064012
M,234.84954562020388
U,56.99439646899372
C,238.20730704648938
M,195.47021936695714
U,116.62625053842474
D,266.43892885302597
U,55.68931288951303
M,232.36869352997294
C,222.3179090387355
D,205.460799191132
U,115.64996345451381
D,279.35163416452843
C,255.97424710524285
C,325.1391887359919
D,345.5179553691206
O,169.56265849605154
O,195.6422780588821
O,160.86023521974252
D,316.2314032592191
D,291.9979947341324
A,422.4658772033127
A,342.5540332985518
M,216.44932642980694
M,209.61770741492387
A,376.1304173600513
M,263.0834207838813
M,239.22958887041284
U,66.18472720375499
D,287.8022303658436
M,111.24867684355442
A,369.2282994096947
M,160.46408718845916
C,238.8870712479028
M,178.51702678271653
D,229.62162501338958
D,364.51680246513257
A,366.96283273573454
C,212.42389180772201
O,189.70407395166245
M,280.1409608689429
U,29.942868996996367
D,362.3307877322129
O,138.35856640261233
U,27.167268564338386
M,205.91008135833607
M,198.16061180847663
O,124.45105624271004
M,144.77631397775053
D,272.8490154584821
D,328.301015637434
D,363.59417778800133
U,138.5520678664298
M,218.1929595152199
A,359.21918645731165
U,83.24674816985888
U,156.11611134560553
A,236.03136715827748
D,222.5230081866908
C,340.8342547180917
C,247.57160304097386
O,104.3527996074562
C,287.5545954236435
O,114.75077313972535
M,246.69353327615156
U,96.72815359785714
O,254.26865909501873
M,223.6778098696993
M,123.29428464998728
A,338.1168047122114
U,30.446601195493457
D,284.31408169086336
D,339.15565254780336
A,317.05644886578966
M,201.5022305312354
U,98.06962805456575
M,243.51470694870426
M,282.25712661100687
M,167.1841923427467
M,136.96877071865885
D,255.60304573196544
O,131.85967427287028
D,311.0127203428257
M,209.09881953814428
D,284.5998258468514
M,218.34461063851128
A,350.10183354150274
D,298.6631798536248
C,160.75540357971678
D,305.76378705563377
C,199.66845555009522
O,174.36820042408536
M,130.0712251923899
A,383.5541806132381
C,255.62431444989366
M,117.90452804712592
U,42.98344527599848
A,347.2933151095888
M,203.03814764164355
O,208.88924250711554
O,149.34547505428313
C,308.237915861732
D,265.49823958711124
D,215.56491545946776
A,315.9318765559081
M,258.52933603207697
C,301.44218444610595
D,308.07461981121816
D,335.27792142110405
D,294.81707580865185
M,281.633666281527
U,98.53702307708004
O,45.08959312111347
O,41.83840327211688
D,295.39500054541446
M,248.0690298243659
A,280.00929737907995
C,285.86192963360133
M,268.930941088222
U,88.21727308171776
A,332.470182096006
A,377.02361226923625
C,216.21825505060914
M,184.63885567685656
O,137.6741858168975
O,171.63422774112223
M,294.6411137884944
D,313.9496146624443
D,278.2607225922728
O,142.77530738982912
O,43.11343918925871
D,225.90364254680637
D,298.8131067005399
C,244.06239009046476
D,414.40295611891605
M,192.14842428281256
O,261.1275452731571
O,153.53061611003702
U,127.93505433766124
O,213.6967131327268
O,114.44444475159472
M,154.8870144811276
A,373.79167828387506
A,309.88757001301894
U,105.67758740409406
O,111.96309198992945
U,110.17258095706522
A,480.641936721173
U,139.84456038138123
M,255.16077431516396
M,216.08556654959244
M,206.63596710754936
D,225.32625115046378
M,192.4338425672704
C,154.92965142850963
O,129.59630779843752
U,73.8953601750739
D,323.8703990229846
C,299.627387806752
D,354.17738352812535
M,172.88972547881332
A,452.147961739302
C,186.60547442561645
A,287.2543007853246
U,131.99290196484105
D,412.429270256809
D,272.67448543133634
D,367.7770735386239
O,184.7534278190047
D,218.44520677215075
D,328.3264713894635
M,202.30961452515115
D,285.2449655604242
C,237.8059379866372
U,80.38996195571875
C,255.98840164194573
M,128.33381822655127
U,27.18500473180056
D,375.6999942764045
M,138.4162269584236
A,360.79165926902994
D,323.30722290263964
A,308.4378326740394
U,112.87793064705367
C,233.69246499565185
C,254.67157692746034
A,333.1857022624458
D,301.1495753750955
O,103.28450287798371
A,423.897375184378
C,332.25766522845936
D,321.24197300169044
A,339.8912252327594
U,135.13357837556532
D,332.36718084542616
U,1.2
D,279.15505386942857
O,156.39035966058447
D,271.5937255689432
A,359.6642243931628
O,146.90925882503637
C,264.44622711737884
O,147.74575557730216
U,184.59925757296196
O,132.41147150983028
A,363.27181430011024
O,254.05506035800047
U,148.15286815427385
O,176.99328263597496
O,130.99003598382734
D,269.82103807018063
O,153.96129769089248
C,255.8566416379218
A,341.1541939839981
A,365.03382507648575
M,215.99721525409845
U,146.29245016015616
D,251.4250254297373
D,285.3857930694248
A,335.4112553212828
O,131.56153175328845
D,256.99073453284035
O,163.07215745030584
A,381.31060208870963
U,100.06621892312891
D,299.72169637976043
U,100.90116701753192
D,374.9749242415643
D,260.3095516638896
O,90.88894401439497
D,273.79018731376
D,290.3332333137999
M,141.58488662077423
C,281.42821634714744
U,87.21284822945195
O,177.82596443145042
M,197.6762914743836
U,82.03779533299908
D,308.8218990711396
C,219.28879434514624
A,360.56942518192704
M,215.66913113539317
D,304.9408768696483
A,351.5642137039746
M,194.0886081661347
D,321.5408532767135
U,70.21347866279004
M,178.5435463674488
O,162.5859694211417
U,28.53501484955882
U,79.10885475357867
D,340.7856647850973
C,210.31193128807462
O,127.30616302520647
M,202.9622537826642
D,276.06863580459014
D,321.482303443785
U,105.04288328008414
A,311.3861137072888
D,333.6651954643679
D,293.28671193697335
M,309.9824317700355
M,186.71091808131024
C,268.8286454818693
U,114.54785903994637
A,278.3926501882677
A,391.1402857358039
D,328.3642682580352
C,359.00018113827906
O,165.19583634498395
M,248.41023535915227
A,330.3874469162886
M,207.1694081153757
O,183.39481155208955
O,146.4965392070025
U,112.959142762511
O,178.0571019050065
O,148.62389718880726
O,153.46039394151327
D,218.96742565858082
A,351.9805906670825
C,223.82416646366093
A,435.11283314751796
O,88.71084313594763
A,279.48487324122493
U,81.04390516870293
M,199.21699387451565
D,361.8649342181107
A,408.24627275710844
A,336.13251071611995
U,89.48508366030309
O,158.67188179615616
D,293.94688729868466
M,111.20915729158288
A,387.56041601139395
M,141.77130643396035
M,247.26269103385738
O,205.47064780415593
A,382.35992197575314
U,114.56980314384317
A,425.0036364903742
O,149.99335081790215
D,342.0731721024691
A,366.52766406834934
D,385.74700744940094
C,258.56684767474775
C,189.4891961404848
D,300.1488034934977
M,160.9195428706615
D,299.3744741722205
C,237.35618199311918
A,428.5461573542234
U,25.277246743701426
M,194.81619970239902
D,361.5678207421387
M,209.21556505510353
A,373.4490271275419
M,206.7241734651479
D,246.37716723029953
A,359.95303052852205
D,339.2344566290383
M,162.88798392348482
O,141.76193240374934
M,192.0613579005822
A,300.5465895398581
C,267.9520514019693
A,347.9671613164544
O,177.21822987762548
A,389.5606281440964
C,159.41868012525745
D,324.59022375019777
O,106.78793426678307
M,253.45489850359078
D,234.41687395027284
O,156.83316065963143
U,64.71358798727188
U,148.7971646302151
A,383.27825107747435
D,289.0327827869773
C,313.1946804820727
M,201.6799749442309
U,74.92241211066687
M,198.10493732517244
M,245.02862300222878
A,319.13398100192154
U,28.614592312831817
A,324.0881391483691
U,118.46892526561315
A,372.99252822296626
M,166.37231674600596
O,123.86390884917817
C,250.51201812410918
A,341.0776954695692
M,134.1997415667899
U,15.252180082323633
D,243.48102132474506
D,352.76489060640324
M,201.96140087593176
M,210.0845477961241
D,335.41483168622545
A,337.8740391669958
U,28.875824908115916
U,79.53657568213129
O,288.57419261032015
A,259.68069394623217
U,81.01931932059946
D,304.3560617993514
A,359.0032147936343
A,234.60714248002972
U,158.28764457349166
M,163.67848146020145
M,220.4422255523171
C,201.95262541985758
M,116.92944511791683
D,326.7175241784627
O,95.13868528507024
A,376.2206336812988
A,417.9151849556585
A,238.3673068350485
D,309.3263021117127
U,94.97471099905604
U,73.73111247757217
C,299.02751989901003
U,89.13592051583575
M,247.18149904784084
D,367.0924276761372
D,289.4948190018949
A,328.49212295347087
U,91.87800379365886
A,311.6830665675943
D,268.82066100082204
C,288.1288521759514
C,296.1482936120003
U,149.24666957517718
M,228.4282528968274
O,145.58231932591383
M,164.13053377476248
D,348.65038318949496
U,154.69955849646902
A,317.7944562906001
D,362.61943436911133
D,330.26706014966305
A,339.82146044811844
O,114.85387594289273
A,302.5211979996409
C,281.74427204541803
M,149.3234811631702
M,192.80088420997026
M,138.88270977382803
C,243.13619673458624
O,42.85399935488722
M,99.38334730413396
U,162.02005444664778
M,224.50851817905888
O,179.0088872689447
O,151.8936578569447
U,170.33158583525102
A,383.8953277782574
A,263.34910550208394
U,138.3386646090206
M,192.27058198358841
D,222.82982451901555
M,237.77311986180501
M,181.72413728271735
M,230.21937637164757
D,225.90189216236834
D,340.5624546764692
M,144.7595891283866
D,298.8241296672333
C,259.57889223354726
D,331.69141036115
U,71.63686975930545
A,358.9559466783219
D,326.0100913341363
D,323.39735819139617
A,341.65928386349185
A,319.85879784374487
D,319.8831354629971
A,273.10336787601966
M,269.56186249037347
C,244.85293609137867
U,68.10629548587214
A,422.7645257573666
A,415.71706985860635
M,148.99222903396333
M,268.54162936035607
D,280.58032306218473
M,272.90742783917165
M,216.22007070326703
U,102.22223561228355
M,157.95120294956672
U,30.070357036170577
C,136.25221571751987
O,112.6400728503485
U,94.30814859254755
A,374.17412780793546
D,321.13682238127154
O,148.83305449961196
D,397.60131856630665
M,214.7569364472266
C,231.8705809562043
U,159.40646797805462
M,180.18862890713635
A,381.1257284008746
M,207.9431239387514
U,153.54369890003613
O,231.46905115522364
O,136.70977977383524
C,156.34892515416593
C,242.47846935438466
M,143.26697355338436
M,240.00817105184655
D,260.0912952139923
C,270.6449043206979
D,271.01931704469166
O,166.2377932585459
U,128.92446568475393
C,340.817273356958
M,257.3352988901106
M,204.5503991999071
O,108.97528785802439
A,373.462686759545
O,114.42905322795501
M,230.05841062208725
U,101.82502246378499
D,340.6577375900184
D,353.9809295712247
O,133.9585922047073
A,378.00167520918995
U,101.33631151165801
M,196.70576182181114
M,171.09413756581438
M,105.01722129109028
D,278.2212215178968
D,320.8935929126481
O,139.81082574049805
O,134.37452184420957
M,192.03399798782687
D,229.65319544510308
U,85.79352831782106
O,161.11223615246587
D,331.48069264214314
C,246.90256759795864
M,200.92679774066792
C,204.74396025164828
D,324.1892458856364
M,208.0049655775925
D,262.8533746179525
A,337.37668314962775
D,322.97143055662434
M,181.63018095444218
A,292.28984872965907
A,298.0435252016526
M,202.779656763168
U,115.54576975659897
U,109.84509220592804
M,217.29880175895278
O,132.85640693516032
M,75.48157456575383
M,295.64078988318084
A,296.8072428252433
C,253.17206323617978
D,308.69985939744515
D,213.30247595029786
D,243.14859562324355
M,131.63161636547747
A,335.31873881250874
M,232.36792355815396
A,358.0416616412933
A,424.79959826618483
O,94.3401005955419
U,113.88490060175779
D,233.6721865855519
O,137.74929311050377
D,311.3578970951062
U,101.95385715448943
C,312.60397934640224
O,185.79038992057318
D,289.52248138823467
O,153.46542207551764
M,208.4893618396402
D,372.23775835812853
M,170.43260502616474
M,265.676293065491
M,152.42266532856587
U,176.00944207778122
O,106.5475516941258
D,322.16813955323533
A,349.4168258993379
D,241.9568675367762
M,145.4482148538322
D,371.92755200144154
O,168.98595406836517
O,183.04002262918206
C,263.27616145999326
O,226.91477295049808
U,114.63724950390176
A,387.524808627252
U,110.18698565926893
M,200.7507639863003
O,101.75722075498888
C,214.4635114273434
M,190.33054995266525
A,339.5736703852737
M,87.20326639542324
D,301.04725367508274
D,211.01376196285636
A,361.0892910897571
M,220.21446116966024
D,265.75616718861824
A,349.90514057652337
D,260.64079163260357
A,357.82881169185407
U,50.77245612028195
M,213.95367398953275
U,22.236478572905384
D,325.2301140393326
M,207.7458188253986
M,233.57510430633135
A,316.50370113018585
D,259.8024723965402
A,430.0619824019944
O,130.1431400249921
M,210.67871245551245
A,298.9517067626118
A,399.4837304392016
M,137.31466483944394
M,204.0223128817993
M,210.76873497958232
D,265.67555894620796
D,396.6545383656105
M,93.95486475472093
M,243.78349813762625
M,200.41805075202038
M,180.40414556377254
A,309.53434853306817
A,320.68205658530945
U,161.8037090757056
A,448.9435533268316
M,217.19280745086712
A,398.49425567928796
M,211.62347045113447
O,137.54823568117578
O,199.09178802975674
A,340.7330282444153
A,316.0592872774478
O,232.77100455713148
U,58.25386434599399
A,359.0551828389627
O,98.75748690365963
D,346.03085076886896
A,316.7018882368648
A,334.29828281479155
U,1.2
M,153.45041451947773
M,185.24531164398832
O,187.5380023461533
M,247.16497270067464
O,174.94914174311205
D,279.38614233464097
A,402.44712098543596
A,316.0182654431994
D,325.995238970282
U,106.2556355170206
A,337.8050687266492
A,328.20102338018347
O,98.0688493506497
A,414.6996176015947
A,308.18108694596697
D,268.2225513189509
M,196.3915264796205
D,276.34525340280214
D,257.12005250508406
U,147.89613655019014
U,41.6633551537459
A,390.392811731267
U,59.38128979718335
D,230.781911642165
M,280.12014378130044
A,332.3492299820112
M,141.10393636747918
M,189.7093516299783
M,205.9560963730242
D,275.4615286735594
D,307.61047232311694
A,313.7709790979004
M,246.64388104719217
M,210.10667139911212
U,131.27752405446975
D,262.24660073153433
M,220.39347560492783
M,161.08588066518027
U,147.15569552674896
A,263.50833391228133
A,394.370671375388
M,232.02981546873266
M,206.3138431718454
M,143.13514530648348
C,207.79813571557025
A,376.6200540563261
M,239.04198889031497
U,98.00135638543433
U,69.8555797911603
U,94.64816179314802
C,244.4877476146796
D,265.68652814814794
C,212.0762785420483
D,355.17888573183234
U,45.403192268099424
A,381.6482949367442
O,108.31212507257847
M,136.94710178539097
U,72.00976105267009
D,301.18199503368345
U,143.7629584475181
O,163.83136736106482
C,266.9354763411685
U,66.71157737632919
U,61.13134405912351
C,278.1286946070773
U,118.045046859694
U,115.40600022590706
A,331.66557731459943
D,328.44985800225925
C,257.37108873196996
O,209.35916033865234
A,368.35007903039696
C,269.2396856701932
M,105.77476093411742
C,226.30763755974974
A,346.7900052758456
M,253.42278220428537
M,173.06869484339026
A,329.1368540101929
D,296.0884320486321
A,411.6911568176456
M,242.33413493917752
O,179.81041360116524
C,186.8094576532757
C,234.45948540075824
U,150.11280724478218
U,129.67966289568022
A,379.05698620388506
M,173.08029825377542
C,319.76425387022755
O,206.9002339395047
M,215.88537385931085
O,106.38929846795158
M,262.93916758048726
O,182.39175691498224
U,92.95908807743167
A,367.96108754243664
D,282.0105928448784
C,263.97015788942684
D,351.2172754686388
D,295.1973258697712
U,88.29959892895947
D,225.10279168257713
A,339.6564001676042
O,144.48065863858133
A,330.04255869880456
M,189.95982761850067
O,186.33437790503183
M,120.79135511620555
U,14.883229177800018
M,108.60234202734469
C,351.0265397755464
M,220.77574779543068
U,111.56749287030304
O,148.14273055353354
M,160.98954852767218
A,273.0432209979083
D,490.61031371073074
U,58.11837539132988
A,378.6508081914641
D,269.81476318191267
M,213.06765212443682
O,130.66552864306658
M,178.1895704479081
U,89.69834857334038
A,386.1887762475633
C,322.8970365610168
D,295.9548419721317
